microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
psbH	K02709			photosystem II PsbH protein, photosystem II reaction center protein H	
psbI	K02710			photosystem II PsbI protein, photosystem II reaction center I protein (PsbI)	
psbJ	K02711			photosystem II PsbJ protein, photosystem II reaction center J protein	
psbK	K02712			photosystem II PsbK protein, photosystem II reaction center protein K	
psbL	K02713			photosystem II PsbL protein, photosystem II reaction center L protein	
psbM	K02714			photosystem II PsbM protein, photosystem II reaction center M protein	
psbN	K02715			photosystem II PsbN protein, photosystem II reaction centre N protein (psbN)	
psbO	K02716			photosystem II oxygen-evolving enhancer protein 1	
psbP	K02717			photosystem II oxygen-evolving enhancer protein 2	
psbT	K02718			photosystem II PsbT protein, photosystem II reaction center protein T	
psbU	K02719			photosystem II PsbU protein, photosystem II 12 kDa extrinsic protein, chloroplastic	
psbV	K02720			photosystem II cytochrome c550	
psbX	K02722			photosystem II PsbX protein, photosystem II reaction center X	
psbY	K02723			photosystem II PsbY protein, photosystem II reaction center Y protein 	
psbZ	K02724			photosystem II PsbZ protein, photosystem II reaction center Z protein	
pscA	K08940			photosystem P840 reaction center large subunit	
pscB	K08941			photosystem P840 reaction center iron-sulfur protein	
pscC	K08942			photosystem P840 reaction center cytochrome c551	
pscD	K08943			photosystem P840 reaction center protein PscD	
pslA	K20997			polysaccharide biosynthesis protein PslA	
pslB	K16011	2.7.7.13;5.3.1.8		mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	
pslD	K20987		1.B.18	polysaccharide biosynthesis/export protein PslD	
pslE	K20998			polysaccharide biosynthesis protein PslE	
pslF	K20999			polysaccharide biosynthesis protein PslF	
pslG	K21000			polysaccharide biosynthesis protein PslG	
pslH	K21001			polysaccharide biosynthesis protein PslH	
pslI	K21002			polysaccharide biosynthesis protein PslI	
pslJ	K21003			polysaccharide biosynthesis protein PslJ	
pslK	K21004			polysaccharide biosynthesis protein PslK	
pslL	K21005			polysaccharide biosynthesis protein PslL	
pelA	K21006			polysaccharide biosynthesis protein PelA	
pelB	K21007			polysaccharide biosynthesis protein PelB	
pelC	K21008			polysaccharide biosynthesis protein PelC	
pelD	K21009			polysaccharide biosynthesis protein PelD	
pelE	K21010			polysaccharide biosynthesis protein PelE	
pelF	K21011			polysaccharide biosynthesis protein PelF	
pelG	K21012			polysaccharide biosynthesis protein PelG	
psmA	K03432	3.4.25.1		psmA, prcA; proteasome alpha subunit [EC:3.4.25.1]	Threonine peptidases_Family T1: proteasome family;T1
psmB	K03433	3.4.25.1		psmB, prcB; proteasome beta subunit [EC:3.4.25.1]	Threonine peptidases_Family T1: proteasome family;T1
psp	K22305	3.1.3.3		phosphoserine phosphatase [EC:3.1.3.3] 	
pspA	K03969			phage shock protein A	
pspB	K03970			phage shock protein B	
pspC	K03973			phage shock protein C	
pspD	K03971			phage shock protein D	
pspE	K03972			phage shock protein E	
pspF	K03974			psp operon transcriptional activator	
pstA	K02038		3.A.1.7	phosphate transport system permease protein	
pstB	K02036	3.6.3.27	3.A.1.7	phosphate transport system ATP-binding protein [EC:3.6.3.27]	
pstC	K02037		3.A.1.7	phosphate transport system permease protein	
pstS	K02040		3.A.1.7	phosphate transport system substrate-binding protein	
psuT	K16324		2.A.41.2.10_P33021	putative pseudouridine transporter	
pta1	K00625	2.3.1.8		E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8] 	
pta2	K13788	2.3.1.8		phosphate acetyltransferase [EC:2.3.1.8]	
pta3	K15024	2.3.1.8		putative phosphotransacetylase [EC:2.3.1.8] 	
ptb	K00634	2.3.1.19		phosphate butyryltransferase [EC:2.3.1.19]	
ptpA	K18574	3.4.14.12  		ptpA; Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]  	Serine peptidases_Family S9: prolyl oligopeptidase family;S9
ptrA	K01407	3.4.24.55		ptrA; protease III [EC:3.4.24.55]	Metallo peptidases_Family M16: pitrilysin family;M16
ptrB	K01354	3.4.21.83		ptrB; oligopeptidase B [EC:3.4.21.83]	Serine peptidases_Family S9: prolyl oligopeptidase family;S9
ptsH	K02784		8.A.8.1.1	phosphocarrier protein HPr	
ptsI	K08483	2.7.3.9	4.A.2.1.26_Q5V5X2	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	
ptsO	K08485			phosphocarrier protein NPr	
ptsP	K08484	2.7.3.9		phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	
pucA	K08930			light-harvesting protein B-800-850 alpha chain	
pucB	K08939			light-harvesting protein B-800-850 beta chain	
pucJ	K16170		2.A.40.3.2	uric acid permease	
pufA	K08926			light-harvesting complex 1 alpha chain	
pufB	K08927			light-harvesting complex 1 beta chain	
pufC	K13992			photosynthetic reaction center cytochrome c subunit	
pufL	K08928			photosynthetic reaction center L subunit	
pufM	K08929			photosynthetic reaction center M subunit	
pufX	K13994			photosynthetic reaction center PufX protein	
puhA	K13991			photosynthetic reaction center H subunit	
putB	K00318	1.5.5.2		proline dehydrogenase [EC:1.5.5.2]	
putP	K11928		2.A.21.2.1_P07117;2.A.21.2.2_Q7A4Q7;2.A.21.2.3_Q9I5F5;2.A.21.2.4_J7JIE8;2.A.21.2.6_O24896	sodium/proline symporter	
puuP	K14052		2.A.3.1.13	putrescine importer	
pvdE	K06160		3.A.1.113.2	putative ATP-binding cassette transporter	
pyc	K01958	6.4.1.1		pyruvate carboxylase [EC:6.4.1.1] 	
pycA	K01959	6.4.1.1		pyruvate carboxylase subunit A [EC:6.4.1.1] 	
pycB	K01960	6.4.1.1		pyruvate carboxylase subunit B [EC:6.4.1.1] 	
pyk	K00873	2.7.1.40		PK, pyk; pyruvate kinase [EC:2.7.1.40] 	
qcrA	K03890			ubiquinol-cytochrome c reductase iron-sulfur subunit	
qcrB	K03891			ubiquinol-cytochrome c reductase cytochrome b subunit	
qcrC	K03889			ubiquinol-cytochrome c reductase cytochrome c subunit	
qhpA	K08685	1.4.9.1		quinohemoprotein amine dehydrogenase [EC:1.4.9.1] 	
qmoA	K16885			quinone-modifying oxidoreductase, subunit QmoA	
qmoB	K16886			quinone-modifying oxidoreductase, subunit QmoB	
qmoC	K16887			quinone-modifying oxidoreductase, subunit QmoC	
qoxA	K02826	7.1.1.5		cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]	
qoxB	K02827	7.1.1.5		cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]	
qoxC	K02828	7.1.1.5		cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]	
qoxD	K02829	7.1.1.5		cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]	
rbcL	K01601	4.1.1.39		ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] 	
rbcS	K01602	4.1.1.39		ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39] 	
rbsA	K10441	3.6.3.17	3.A.1.2.20_G4FGN3	ribose transport system ATP-binding protein [EC:3.6.3.17]	
rbsB	K10439		3.A.1.2.20_G4FGN5	ribose transport system substrate-binding protein	
rbsC	K10440		3.A.1.2.18_Q9WXW7;3.A.1.2.20_G4FGN4;3.A.1.2.6_P32720	ribose transport system permease protein	
rbsU	K06216		2.A.7.5	putative ribose uptake protein	
rcnA	K08970		2.A.52.2	nickel/cobalt exporter	
regA	K15012			two-component system, response regulator RegA	
regB	K15011	2.7.13.3		two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	
relB	K18918			RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB	1
relE	K06218			mRNA interferase RelE/StbE	1
resD	K07775			two-component system, OmpR family, response regulator ResD	
resE	K07651	2.7.13.3		two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]	
rhaP	K10560		3.A.1.2.9_Q7BSH3	rhamnose transport system permease protein	
rhaQ	K10561		3.A.1.2.9	rhamnose transport system permease protein	
rhaS	K10559		3.A.1.2.9_Q7BSH5	rhamnose transport system substrate-binding protein	
rhaT1	K10562	3.6.3.17	3.A.1.2.9_Q7BSH4	rhamnose transport system ATP-binding protein [EC:3.6.3.17]	
rhaT2	K02856		2.A.7.6.1_P27125;2.A.7.6.2_M5UGY9;2.A.7.6.3_I3CAS8	L-rhamnose-H+ transport protein	
rhtA	K11939		2.A.7.3.6_P0AA67	inner membrane transporter RhtA	
rhtB	K05834		2.A.76.1.1_P0AG34	homoserine/homoserine lactone efflux protein	
rhtC	K05835		2.A.76.1.2_P0AG38	threonine efflux protein	
ribP	K02050		3.A.1.17.11_D1CEG9;3.A.1.17.14_A9WGD1;3.A.1.17.7_A7NLS3	NitT/TauT family transport system permease protein	
ribS	K02051		3.A.1.17.11_D1CEG8;3.A.1.17.14_A9WGD2;3.A.1.17.7_A7NLS2	NitT/TauT family transport system substrate-binding protein	
ripA	K21473	3.4.-.-		ripA; peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40
ripB	K21474	3.4.-.-		ripB; peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40
rnfA	K03617			Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	
rnfB	K03616	7.2.1.2		Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	
rnfC	K03615	7.2.1.2		Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	
rnfD	K03614	7.2.1.2		Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	
rnfE	K03613			Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	
rnfG	K03612			Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	
rnr	K12573	3.1.13.1		ribonuclease R [EC:3.1.13.1]	
rocD	K00819	2.6.1.13		ornithine--oxo-acid transaminase [EC:2.6.1.13]	1
rocE	K02205		2.A.3.1.11_P39137	arginine/ornithine permease	
rocF	K01476	3.5.3.1		arginase [EC:3.5.3.1]	
rpcG	K20713	4.4.1.33		R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase [EC:4.4.1.33]	
rpe	K01783	5.1.3.1		rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1] 	
rpiA	K01807	5.3.1.6		ribose 5-phosphate isomerase A [EC:5.3.1.6] 	
rpiB	K01808	5.3.1.6		ribose 5-phosphate isomerase B [EC:5.3.1.6] 	
rpoD	K03047	2.7.7.6		DNA-directed RNA polymerase subunit D [EC:2.7.7.6]	
rpoDsigma	K03086			RNA polymerase primary sigma factor	
rpoE	K03048			DNA-directed RNA polymerase subunit delta	
rpoE1	K03049	2.7.7.6		DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]	
rpoE2	K03050	2.7.7.6		DNA-directed RNA polymerase subunit E" [EC:2.7.7.6]	
rpoEsigma	K03088			RNA polymerase sigma-70 factor, ECF subfamily	
rpoH	K03053	2.7.7.6		DNA-directed RNA polymerase subunit H [EC:2.7.7.6]	
rpoHsigma	K03089			RNA polymerase sigma-32 factor	
rpoN	K03058	2.7.7.6		DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	
rpoNsigma	K03092			RNA polymerase sigma-54 factor	
rpoS	K03087			RNA polymerase nonessential primary-like sigma factor, sigma38	
rseA	K03597			sigma-E factor negative regulatory protein RseA	
rseB	K03598			sigma-E factor negative regulatory protein RseB	
rseP	K11749	3.4.24.-		rseP; regulator of sigma E protease [EC:3.4.24.-]	Metallo peptidases_Family M50: S2P protease family;M50
rutG	K09016		2.A.40.1.3_P75892	putative pyrimidine permease RutG	
sam	K15270		2.A.7.3.54_Q1MIM3	S-adenosylmethionine uptake transporter	
sapA	K19226		3.A.1.5.5	cationic peptide transport system substrate-binding protein	
sapB	K19227		3.A.1.5.5	cationic peptide transport system permease protein	
sapC	K19228		3.A.1.5.5	cationic peptide transport system permease protein	
sapD	K19229		3.A.1.5.5	cationic peptide transport system ATP-binding protein	
sapF	K19230		3.A.1.5.5	cationic peptide transport system ATP-binding protein	
sat	K00958	2.7.7.4		sulfate adenylyltransferase [EC:2.7.7.4] 	
satP	K07034		2.A.96.1.1_P0AC98	uncharacterized protein	
sbp	K23163		3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate/thiosulfate transport system substrate-binding protein 	
scaA	K19971		3.A.1.15.2;3.A.1.15.14	manganese/zinc transport system substrate-binding protein	
scaB	K19972		3.A.1.15.2;3.A.1.15.14	manganese/zinc transport system permease protein	
scaC	K10830	3.6.3.35	3.A.1.15.2;3.A.1.15.14	manganese-transporting ATPase [EC:3.6.3.35]	
scpA	K08652	3.4.21.110		C5AP, scpA, scpB; C5a peptidase [EC:3.4.21.110]	Serine peptidases_Family S8: subtilisin family;S8
scpC	K22214	2.8.3.-		propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.-]	
scrEIIA	K02808	2.7.1.69	4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIA component [EC:2.7.1.69]	
scrEIIB	K02809	2.7.1.69	4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIB component [EC:2.7.1.69]	
scrEIIC	K02810		4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIC component	
scrK	K00847	2.7.1.4		fructokinase [EC:2.7.1.4]	
scrY	K16077		1.B.3.1.2_P22340	sucrose porin	
sdaC	K03837		2.A.42.2.1_P0AAD6	serine transporter	
sdhA	K00239	1.3.5.1;1.3.5.4		succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4] 	
sdhB	K00240	1.3.5.1;1.3.5.4		succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4] 	
sdhC	K00241			succinate dehydrogenase / fumarate reductase, cytochrome b subunit 	
sdhD	K00242			succinate dehydrogenase / fumarate reductase, membrane anchor subunit 	
sdhD_arch1	K18859			sdhD, frdD; succinate dehydrogenase / fumarate reductase, subunit D 	
sdhD_arch2	K18860			sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D	
sdo	K17725	1.13.11.18		sulfur dioxygenase [EC:1.13.11.18]	
serA	K17050	1.97.1.9;1.97.1.1		selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]	
serB	K17051	1.97.1.9;1.97.1.1		selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]	
serC	K17052	1.97.1.9;1.97.1.1		selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]	
sfnG	K17228	1.14.14.35		dimethylsulfone monooxygenase [EC:1.14.14.35] 	
sgcX	K20609	3.4.11.-		sgcX; putative aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42
sipW	K13280	3.4.21.89   		SEC11, sipW; signal peptidase I [EC:3.4.21.89]   	Serine peptidases_Family S26: signal peptidase I family;S26
sir	K00392	1.8.7.1		sulfite reductase (ferredoxin) [EC:1.8.7.1] 	
sitA	K11604		3.A.1.15.7;3.A.1.15.9	manganese/iron transport system substrate-binding protein	
sitB	K11607		3.A.1.15.7;3.A.1.15.9	manganese/iron transport system ATP-binding protein	
sitC	K11605		3.A.1.15.7;3.A.1.15.9	manganese/iron transport system permease protein	
sitD	K11606		3.A.1.15.7;3.A.1.15.9	manganese/iron transport system permease protein	
smeB	K18322		2.A.6.2.41	multidrug efflux pump	
smeC	K18323		1.B.17;2.A.6.2.41	outer membrane protein, multidrug efflux system	
smtA	K14471	2.8.3.22		succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22] 	
smtB	K14472	2.8.3.22		succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22] 	
sodA	K04564	1.15.1.1		superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	1
soeA	K21307	1.8.5.6		sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6] 	
soeB	K21308			sulfite dehydrogenase (quinone) subunit SoeB 	
soeC	K21309			sulfite dehydrogenase (quinone) subunit SoeC 	
sohB	K04774	3.4.21.- 		sohB; serine protease SohB [EC:3.4.21.-] 	Serine peptidases_Family S49: protease IV family;S49
sor	K16952	1.13.11.55		sulfur oxygenase/reductase [EC:1.13.11.55] 	
sorA	K05301	1.8.2.1		sulfite dehydrogenase [EC:1.8.2.1] 	
sorB	K00386	1.8.2.1		sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]	
sorEIIA	K02812	2.7.1.69	4.A.6.1.3_P37080	PTS system, sorbose-specific IIA component [EC:2.7.1.69]	
sorEIIB	K02813	2.7.1.69	4.A.6.1.24_A1RZ66;4.A.6.1.3_P37081	PTS system, sorbose-specific IIB component [EC:2.7.1.69]	
sorEIIC	K02814		4.A.6.1.1_P69801;4.A.6.1.3_P37082	PTS system, sorbose-specific IIC component	
sorEIID	K02815		4.A.6.1.3_P37083	PTS system, sorbose-specific IID component	
sotB	K08159		2.A.1.2.15_P31122;2.A.1.2.18_Q9S3J9	MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein	
soxA	K17222	2.8.5.2		L-cysteine S-thiosulfotransferase [EC:2.8.5.2] 	
soxB	K17224	3.1.6.20		S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20] 	
soxC	K17225			sulfane dehydrogenase subunit SoxC 	
soxD	K22622	1.8.2.6		S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6] 	
soxR	K13639			MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	1
soxS	K13631			AraC family transcriptional regulator, mar-sox-rob regulon activator	
soxX	K17223	2.8.5.2		L-cysteine S-thiosulfotransferase [EC:2.8.5.2] 	
soxY	K17226			sulfur-oxidizing protein SoxY 	
soxZ	K17227			sulfur-oxidizing protein SoxZ 	
speA	K01585	4.1.1.19		arginine decarboxylase [EC:4.1.1.19]	
speF	K01581	4.1.1.17		ornithine decarboxylase [EC:4.1.1.17]	
spoIIGA	K06383	3.4.23.-		spoIIGA; stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]	Aspartic peptidases_Family A36;A36
sppA	K04773	3.4.21.-		sppA; protease IV [EC:3.4.21.-]	Serine peptidases_Family S49: protease IV family;S49
sprE	K18548	3.4.21.82		sprE; glutamyl endopeptidase II [EC:3.4.21.82]	Serine peptidases_Family S1: chymotrypsin family;S1
sqr	K17218	1.8.5.4		sulfide:quinone oxidoreductase [EC:1.8.5.4] 	
sreA	K17219	1.12.98.4		sulfur reductase molybdopterin subunit 	
sreB	K17220			sulfur reductase FeS subunit 	
sreC	K17221			sulfur reductase membrane anchor 	
ssadh	K14465	1.1.1.-		succinate semialdehyde reductase (NADPH) [EC:1.1.1.-] 	
sseA	K01011	2.8.1.1;2.8.1.2		thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] 	
ssgdh	K18125	1.1.1.359		ssgdh; aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359] 	
sspA	K01318	3.4.21.19		sspA; glutamyl endopeptidase [EC:3.4.21.19]	Serine peptidases_Family S1: chymotrypsin family;S1
sstT	K07862		2.A.23.4.1_P0AGE4	serine/threonine transporter	
ssuA	K15553		3.A.1.17.2	sulfonate transport system substrate-binding protein	
ssuB	K15555	3.6.3.-	3.A.1.17.2	sulfonate transport system ATP-binding protein [EC:3.6.3.-]	
ssuC	K15554		3.A.1.17.2	sulfonate transport system permease protein	
ssuD	K04091	1.14.14.5		alkanesulfonate monooxygenase [EC:1.14.14.5] 	
ssuE	K00299	1.5.1.38		FMN reductase [EC:1.5.1.38] 	
steA	K18216		3.A.1	ATP-binding cassette, subfamily B, tetracycline resistant protein	
steB	K18217		3.A.1	ATP-binding cassette, subfamily B, tetracycline resistant protein	
sucC	K01903	6.2.1.5		succinyl-CoA synthetase beta subunit [EC:6.2.1.5] 	
sucD	K01902	6.2.1.5		succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] 	
sugA	K02056	3.6.3.17	3.A.1.2.14_Q0HIQ7;3.A.1.2.20_G4FGN3;3.A.1.2.23_Q8G847;3.A.1.2.25_Q6BEX0;3.A.1.2.27_P77509;3.A.1.2.10_O83341;3.A.1.2.12_Q8DU37;3.A.1.2.17_A2RKA7;3.A.1.2.28_R9USS2	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	
sugP	K02025		3.A.1.1.31_O50452;3.A.1.1.37_Q9WYB4;3.A.1.1.41_G4FGN7;3.A.1.1.42_Q9FBS6;3.A.1.1.43_Q9FBS6;3.A.1.1.46_P0AFR7;3.A.1.1.48_D6ZW63;3.A.1.1.7_O51924	multiple sugar transport system permease protein	
sugP1	K02026		3.A.1.1.31_O50453;3.A.1.1.41_G4FGN6;3.A.1.1.46_P77716;3.A.1.1.48_D6ZW62;3.A.1.1.7_O51925	multiple sugar transport system permease protein	
sugP2	K02057		3.A.1.2.14_Q0HIQ5;3.A.1.2.14_Q0HIQ6;3.A.1.2.18_Q9WXW0;3.A.1.2.23_Q8G845;3.A.1.2.23_Q8G846;3.A.1.2.25_P37772;3.A.1.2.25_P39328;3.A.1.2.27_P77315;3.A.1.2.10_O83342;3.A.1.2.10_O83343;3.A.1.2.12_Q8DU38;3.A.1.2.12_Q8DU39;3.A.1.2.17_A2RKA5;3.A.1.2.17_A2RKA6;3.A.1.2.28_O83323;3.A.1.2.28_O83324	simple sugar transport system permease protein	
sugS1	K02027		3.A.1.1.31_Q7D8J9;3.A.1.1.41_G4FGN8;3.A.1.1.42_Q9FBS5;3.A.1.1.43_Q9FBS5;3.A.1.1.46_P76042;3.A.1.1.48_D6ZW64;3.A.1.1.7_O51923	multiple sugar transport system substrate-binding protein	
sugS2	K02058		3.A.1.2.14_Q0HIQ8;3.A.1.2.23_Q8G848;3.A.1.2.25_P39325;3.A.1.2.27_P77269;3.A.1.2.28_R9UW99	simple sugar transport system substrate-binding protein	
suox	K00387	1.8.3.1		sulfite oxidase [EC:1.8.3.1] 	
syrD	K06161		3.A.1.113.1	putative ATP-binding cassette transporter	
tadC	K12511			tight adherence protein C	
tagG	K09692		3.A.1.104	teichoic acid transport system permease protein	
tagH	K09693	3.6.3.40	3.A.1.104	teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	
tal	K00616	2.2.1.2		E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2] 	
tauA	K15551		3.A.1.17.1;3.A.1.17.4	taurine transport system substrate-binding protein	
tauB	K10831	3.6.3.36	3.A.1.17.1;3.A.1.17.4	taurine transport system ATP-binding protein [EC:3.6.3.36]	
tauC	K15552		3.A.1.17.1;3.A.1.17.4	taurine transport system permease protein	
tauD	K03119	1.14.11.17		taurine dioxygenase [EC:1.14.11.17] 	
tc_2.A.76.1.6	K16327		2.A.76.1.6_Q3J2V9	putative LysE/RhtB family amino acid efflux pump	
tc.aat	K03293		2.A.3.1.20_F2HQ24;2.A.3.1.21_F2HQ25	amino acid transporter, AAT family	
tc.agcs	K03310		2.A.25.1.10_P30143;2.A.25.1.1_P30144;2.A.25.1.2_P30145;2.A.25.1.3_Q6LX42;2.A.25.1.4_Q8EII1;2.A.25.1.5_Q45068;2.A.25.1.9_W0WFC6	alanine or glycine:cation symporter, AGCS family	
tc.apa	K03294		2.A.3.3.16_Q9L100;2.A.3.3.22_Q8R706;2.A.3.3.23_s6ex81;2.A.3.8.12_O34739;2.A.3.8.28_K1M2K1	basic amino acid/polyamine antiporter, APA family	
tc.bat2	K09936		2.A.7.21.9_D3P9M1;2.A.7.21.5_G8WDN2;2.A.7.21.5_G8WDN3	bacterial/archaeal transporter family-2 protein	
tc.citmhs	K03300		2.A.11.1.6_A4QA05	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	
tc.cnt	K03317		2.A.41.2.11_Q9KPL5	concentrative nucleoside transporter, CNT family	
tc.dass	K03319		2.A.47.3.4_Q6D017	divalent anion:Na+ symporter, DASS family	
TC.DME	K03298		2.A.7.3	drug/metabolite transporter, DME family	
tc.fev	K02014		1.B.14.12.1_Q9A608;1.B.14.12.2_Q9AAZ6;1.B.14.6.1_Q45780;1.B.14.1.10_Q82VI7;1.B.14.1.11_P11461;1.B.14.1.12_Q9HXB2;1.B.14.1.15_Q05202;1.B.14.1.17_Q01674;1.B.14.1.21_B6R297;1.B.14.1.26_Q8G8W9;1.B.14.1.7_A4LBD1;1.B.14.14.1_Q8A552;1.B.14.8.2_Q2M5P4;1.B.14.9.3_Q7CGN6	iron complex outermembrane recepter protein	
TC.GNTP	K03299		2.A.8	gluconate:H+ symporter, GntP family	
tc.gph	K03292		2.A.2.3.12_Q745T8;2.A.2.3.7_Q0HIQ0	glycoside/pentoside/hexuronide:cation symporter, GPH family	
TC.HAE1	K03296		2.A.6.3.1_P25197;2.A.6.3.2_A9CGX6;2.A.6.3.3_E8PBU7;2.A.6.3.4_Q1DEX6;2.A.6.3.6_Q8CX78;2.A.6.2.23_Q6VV68	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	
tc.livcs	K03311		2.A.26.1.10_P0AD99;2.A.26.1.1_P19072;2.A.26.1.2_P25185;2.A.26.1.3_P54104;2.A.26.1.4_O84558;2.A.26.1.5_C0CGS2;2.A.26.1.8_B8J0B8;2.A.26.1.9_F2HK99	branched-chain amino acid:cation transporter, LIVCS family	
tc.ncs1	K03457		2.A.39.5.1_Q082R8;2.A.39.1.5_P94369;2.A.39.3.12_V9SBV7	nucleobase:cation symporter-1, NCS1 family	
tc.ncs2	K03458		2.A.40.2.1_P50487	nucleobase:cation symporter-2, NCS2 family	
tc.nss	K03308		2.A.22.4.1_O50649;2.A.22.4.3_Q8NRL8;2.A.22.5.2_Q8RHM5	neurotransmitter:Na+ symporter, NSS family	
tc.pot	K03305		2.A.17.1.1_P0C2U2;2.A.17.1.2_P77304;2.A.17.1.3_P36837;2.A.17.1.6_Q5M4H8;2.A.17.4.7_Q8EKT7	proton-dependent oligopeptide transporter, POT family	
tc.sss	K03307		2.A.21.2.2_Q7A4Q7;2.A.21.2.5_M1TZ79;2.A.21.3.19_Q8AAV7;2.A.21.3.21_P31448;2.A.21.3.2_P96169;2.A.21.3.9_A8H019;2.A.21.4.1_Q8VM88	solute:Na+ symporter, SSS family	
tc.sulp	K03321		2.A.53.3.13_Q1J2S8	sulfate permease, SulP family	
tc2.A.86.1.7	K20469		2.A.86.1.7	putative heme transporter	
tctA	K07793		2.A.80.1.4_S5Y5N9	putative tricarboxylic transport membrane protein	
tctB	K07794		2.A.80.1.4_S5XH28	putative tricarboxylic transport membrane protein	
tctC	K07795		2.A.80.1.4_S5XTE7	putative tricarboxylic transport membrane protein	
tcyA	K02424		3.A.1.3.28_B8F896	cystine transport system substrate-binding protein	
tcyB	K10009		3.A.1.3.28_B8F897	cystine transport system permease protein	
tcyC	K10010	3.6.3.-	3.A.1.3.28_B8F898	cystine transport system ATP-binding protein [EC:3.6.3.-]	
tcyJ	K16956		3.A.1.3.13	L-cystine transport system substrate-binding protein	
tcyK	K16957		3.A.1.3.13	L-cystine transport system substrate-binding protein	
tcyL	K16958		3.A.1.3.13	L-cystine transport system permease protein	
tcyM	K16959		3.A.1.3.13	L-cystine transport system permease protein	
