microtrait_rule-name	microtrait_rule-type	microtrait_rule-substrate	microtrait_trait-name1	microtrait_trait-name2	microtrait_trait-name3	microtrait_trait-version
baeRS	count	NA	Stress Tolerance:Specific:envelope stress	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing:misfolded proteins/secretion stress two component systems	production
cpxAR	count	NA	Stress Tolerance:Specific:envelope stress	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing:misfolded proteins/secretion stress two component systems	production
cpxP	count	NA	Stress Tolerance:Specific:envelope stress	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing	Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing:misfolded proteins/secretion stress two component systems	production
phage shock protein	count	NA	Stress Tolerance:Specific:envelope stress	Stress Tolerance:Specific:envelope stress:phage resistance	Stress Tolerance:Specific:envelope stress:phage resistance:phage-shock system	production
acetoacetyl-CoA->acetone	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to acetone	production
pyruvate->lactate and ethanol	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to lactate and ethanol	production
pyruvate->alcohols	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to alcohols	production
pyruvate->SCFAs	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to SCFAs	production
pyruvate->butyleneglycol	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to butylene glycol	production
pyruvate->butanol	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of pyruvate to isobutanol	production
acetylene->acetate	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of acetylene	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of acetylene to acetate	production
acetylene->acetate+ethanol	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of acetylene	Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation of acetylene to acetate and ethanol	production
oxppp	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:oxidative pentose phosphate pathway	production
nonoxppp	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:nonoxidative pentose phosphate pathway	production
glyoxylatecycle_full	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:glyoxylate cycle	production
TCA cycle_full	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:TCA cycle	production
ETC_complexI	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:electron transport chain: ETC complex I	production
ETC_complexII	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:electron transport chain: ETC complex II	production
ETC_complexIII	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:electron transport chain: ETC complex III	production
ETC_complexIV	binary	NA	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration	Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration:electron transport chain: ETC complex IV	production
nitrate->nitrite_dissimilatory_full	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification)	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification):denitrification to nitrite	production
nitrate->nitricoxide_complete	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification)	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification):denitrification to nitric oxide	production
nitrate->nitrousoxide_complete	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification)	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification):denitrification to nitrous oxide	production
nitrate->dinitrogen_complete	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification)	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification):denitrification to nitrogen	production
sulfur->sulfide-reduction	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:sulfur	production
sulfate->sulfide-reduction	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:sulfate	production
sulfite->sulfide-reduction	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:sulfite	production
DMSO->DMS_and	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:DMSO	production
DMSP->DMS	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:DMSP	production
thiosulfate->sulfite+sulfide-disproportionation	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:thiosulfate	production
tetrathionate->thiosulfate-reduction	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S as terminal electron acceptor:tetrathionate	production
iron reduction	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Fe	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Fe as terminal electron acceptor:ferric ion	production
arsenate->arsenite	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:As	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:As as terminal electron acceptor:arsenate	production
selenate->selenite_and	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Se	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Se as terminal electron acceptor:selenate	production
hydrogenotrophic methanogenesis_partial	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:hydrogenotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:hydrogenotrophic methanogenesis	production
acetoclastic methanogenesis_key	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:acetoclastic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:acetoclastic methanogenesis	production
methanethiol->methylCoM	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from methanethiol	production
methanol->methylCoM_or	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from methanol	production
TMAO->trimethylamine	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from TMAO	production
monomethylamine->methylCoM-direct_or	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from monomethylamine	production
dimethylamine->methylCoM	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from dimethylamine	production
trimethylamine->methylCoM	binary	NA	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis	Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis:from trimethylamine	production
ammonia oxidation to dinitrogen_partial	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:ammonia oxidation	Resource Use:Chemotrophy:chemolithoautotrophy:anaerobic ammonia oxidation	production
ammonia oxidation to nitrite_partial	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:ammonia oxidation	Resource Use:Chemotrophy:chemolithoautotrophy:aerobic ammonia oxidation	production
nitrite->nitrate_full	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:nitrite oxidation	Resource Use:Chemotrophy:chemolithoautotrophy:nitrite oxidation	production
sulfide->sulfur-oxidation	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:sulfide oxidation	production
sulfur->sulfite-oxidation	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:sulfur oxidation	production
sulfite->sulfate-oxidation	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:sulfite oxidation	production
thiosulfate->tetrathionate-oxidation	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:thiosulfate oxidation	production
iron oxidation	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:Fe compounds as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:iron oxidation	production
hydrogenotrophic methanogenesis_partial	binary	NA	Resource Use:Chemotrophy:chemolithoautotrophy	Resource Use:Chemotrophy:chemolithoautotrophy:H as electron donor	Resource Use:Chemotrophy:chemolithoautotrophy:hydrogenotrophy from H2/CO2	production
oxygenic photosystem I	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:oxygenic	Resource Use:Phototrophy:photosystem:oxygenic:oxygenic photosystem I	production
oxygenic photosystem II	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:oxygenic	Resource Use:Phototrophy:photosystem:oxygenic:oxygenic photosystem II	production
cytochrome b6f	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:oxygenic	Resource Use:Phototrophy:photosystem:oxygenic:cytochrome b6f complex	production
photosynthetic ETC	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:oxygenic	Resource Use:Phototrophy:photosystem:oxygenic:photosynthetic electron transport	production
anoxygenic photosystem I RC	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:anoxygenic	Resource Use:Phototrophy:photosystem:anoxygenic:anoxygenic photosystem I	production
anoxygenic photosystem II RC	binary	NA	Resource Use:Phototrophy:photosystem	Resource Use:Phototrophy:photosystem:anoxygenic	Resource Use:Phototrophy:photosystem:anoxygenic:anoxygenic photosystem II	production
oxygenic chlorophyll a synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:chlorophyll a	production
bacteriochlorophyll a synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll a	production
bacteriochlorophyll b synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll b	production
bacteriochlorophyll c synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll c	production
bacteriochlorophyll d synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll d	production
bacteriochlorophyll e synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll e	production
bacteriochlorophyll g synthesis	binary	NA	Resource Use:Phototrophy:pigments:core	Resource Use:Phototrophy:pigments:core:anoxygenic	Resource Use:Phototrophy:pigments:core:anoxygenic:bacteriochlorophyll g	production
neurosporene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:neurosporene	production
lycopene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:lycopene	production
gammacarotene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:gammacarotene	production
chlorobactene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:chlorobactene	production
betacarotene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:betacarotene	production
betaisorenieratene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:betaisorenieratene	production
isorenieratene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:isorenieratene	production
diaponeurosporene biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene	Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene:diaponeurosporene	production
okenone biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll:okenone	production
spirilloxanthin biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll:spirilloxanthin	production
spheroidenone biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll:spheroidenone	production
hydroxyspheroidenone biosynthesis	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll	Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll:OH-spheroidenone	production
phycobilisome allophycocyanin	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein:allophycocyanin	production
phycobilisome phycocyanin	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein:phycocyanin	production
phycobilisome phycoerythrocyanin	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein:phycoerythrocyanin	production
phycobilisome phycoerythrin	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein:phycoerythrin	production
phycobilisome chlorophyll a/b	binary	NA	Resource Use:Phototrophy:pigments:accessory	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein	Resource Use:Phototrophy:pigments:accessory:phycobiliprotein:chlorophyll a/b binding light-harvesting protein	production
